Date,Make,Model,Color,Year,Price,Mileage,EngineSize,FuelEfficiency,SalesPerson
2022-11-09,Toyota,Coupe,Blue,2019,70555.49,18030.0,1.6,37.0,Charlie
2022-11-10,Nissan,Truck,Red,2020,51374.22,92566.0,2.5,22.6,Eva
2022-11-11,Chevrolet,SUV,Blue,2019,45646.83,17713.0,3.5,24.9,Charlie
2022-11-12,Audi,Hatchback,Green,2016,66159.22,42792.0,3.5,29.9,Alice
2022-11-13,Toyota,Van,Black,2016,38200.72,44862.0,3.0,28.3,Eva
2022-11-14,Kia,Hatchback,White,2021,34721.08,1270.0,3.0,38.1,Alice
2022-11-15,Nissan,Sedan,White,2016,72142.35,20634.0,1.6,28.2,David
2022-11-16,Kia,Van,Blue,2021,25100.23,4878.0,4.0,27.0,Eva
2022-11-17,Kia,Truck,Blue,2019,40264.96,97248.0,3.0,35.2,Alice
2022-11-18,BMW,Van,Gray,2018,29943.51,11561.0,3.5,37.7,Alice
2022-11-19,BMW,Truck,Blue,2022,30045.52,16997.0,3.0,27.2,David
2022-11-20,Mercedes,Van,White,2019,23552.15,76636.0,2.0,23.8,Bob
2022-11-21,Ford,SUV,Blue,2017,65456.04,34187.0,1.6,37.5,Alice
2022-11-22,BMW,Van,White,2015,62811.49,55612.0,3.0,38.0,Bob
2022-11-23,Honda,Sedan,Gray,2019,65298.87,21063.0,3.5,29.8,Bob
2022-11-24,Honda,Van,Gray,2021,50468.21,33096.0,3.5,24.3,Alice
2022-11-25,Toyota,Hatchback,White,2022,72932.96,62013.0,3.0,32.3,Bob
2022-11-26,BMW,SUV,Black,2022,43836.26,59061.0,1.6,21.8,David
2022-11-27,Ford,Coupe,Red,2021,75888.81,59929.0,3.5,24.9,Bob
2022-11-28,Toyota,Hatchback,Silver,2016,69256.4,7219.0,1.6,34.6,Eva
2022-11-29,Chevrolet,Coupe,Black,2022,35241.8,14612.0,1.6,29.6,Eva
2022-11-30,Audi,Hatchback,White,2015,75826.94,28683.0,3.0,23.8,Eva
2022-12-01,Ford,Sedan,Blue,2018,58571.95,60311.0,1.6,37.8,Bob
2022-12-02,Toyota,SUV,Black,2017,44089.04,235.0,3.0,33.8,Alice
2022-12-03,Ford,Sedan,Gray,2016,53927.83,97242.0,4.0,25.9,Eva
2022-12-04,Chevrolet,Sedan,Red,2018,53734.3,66926.0,3.5,34.9,Alice
2022-12-05,Ford,Hatchback,Gray,2015,45453.17,71935.0,2.5,23.5,Eva
2022-12-06,Hyundai,Sedan,Silver,2015,65565.71,3920.0,2.0,38.2,Charlie
2022-12-07,Mercedes,Hatchback,Green,2019,66037.23,22966.0,2.0,33.4,David
2022-12-08,Chevrolet,Hatchback,Blue,2016,77043.08,11715.0,2.0,38.0,Bob
2022-12-09,Kia,SUV,Blue,2015,73153.78,80961.0,4.0,37.3,Eva
2022-12-10,Ford,Sedan,White,2022,25707.82,47814.0,3.5,27.4,Bob
2022-12-11,Chevrolet,Sedan,Gray,2018,21836.23,68099.0,3.5,32.3,Charlie
2022-12-12,Chevrolet,Van,Green,2019,68597.42,43059.0,3.0,20.6,Bob
2022-12-13,Kia,Coupe,White,2017,29431.11,73490.0,2.5,31.1,David
2022-12-14,BMW,SUV,Green,2018,48490.74,25354.0,2.0,26.1,Charlie
2022-12-15,Audi,SUV,White,2018,26960.37,28183.0,4.0,32.2,Bob
2022-12-16,Nissan,Sedan,Black,2016,62568.47,11814.0,3.5,28.0,Bob
2022-12-17,Nissan,Sedan,Red,2021,79569.83,22332.0,4.0,23.5,Bob
2022-12-18,Ford,Van,Black,2020,44245.35,35699.0,3.0,25.8,Bob
2022-12-19,Hyundai,Hatchback,Black,2017,58322.73,18441.0,4.0,37.7,David
2022-12-20,Hyundai,Sedan,Red,2016,50753.99,76195.0,2.5,23.2,Charlie
2022-12-21,Kia,Sedan,Blue,2022,60531.24,27172.0,4.0,23.2,Alice
2022-12-22,BMW,Van,Green,2022,59779.44,14913.0,3.0,23.2,Eva
2022-12-23,Mercedes,Coupe,Black,2016,29267.14,36855.0,3.0,37.7,Bob
2022-12-24,Mercedes,Truck,Silver,2019,28933.68,63789.0,1.6,36.9,David
2022-12-25,Kia,SUV,Silver,2015,67818.12,38000.0,3.0,39.3,Bob
2022-12-26,Honda,Truck,Blue,2019,31651.37,68133.0,2.5,31.8,David
2022-12-27,Chevrolet,Truck,Blue,2021,35662.1,7988.0,3.5,35.8,Charlie
2022-12-28,Ford,Sedan,Black,2016,29314.72,41987.0,3.0,34.7,David
2022-12-29,Hyundai,Van,Red,2019,67067.48,82990.0,3.0,36.5,Eva
2022-12-30,Hyundai,SUV,Gray,2020,23473.86,34563.0,2.0,23.8,Bob
2022-12-31,Kia,Hatchback,Blue,2019,44032.35,89637.0,3.0,26.8,David
2023-01-01,BMW,Sedan,Black,2021,66399.5,57784.0,3.5,35.1,Eva
2023-01-02,Chevrolet,SUV,Green,2019,23533.91,8114.0,2.0,37.5,Eva
2023-01-03,Toyota,Van,Red,2017,31298.41,42195.0,1.6,26.9,Alice
2023-01-04,Toyota,Coupe,Red,2021,77088.63,91655.0,4.0,31.5,Charlie
2023-01-05,BMW,Truck,Blue,2017,65022.39,12362.0,3.5,21.0,David
2023-01-06,Audi,SUV,Red,2018,36678.21,45401.0,3.5,36.7,Bob
2023-01-07,Mercedes,Hatchback,Blue,2020,50368.16,23579.0,3.5,30.6,David
2023-01-08,Ford,Coupe,White,2016,39236.72,2947.0,3.0,26.0,Eva
2023-01-09,Hyundai,SUV,Red,2022,43566.16,59931.0,2.0,39.1,David
2023-01-10,Hyundai,Van,Gray,2021,53769.98,80108.0,3.5,38.2,Bob
2023-01-11,Mercedes,Hatchback,Red,2021,47010.77,14728.0,3.0,25.7,Bob
2023-01-12,Kia,Van,Black,2018,52578.01,67318.0,2.5,36.7,Alice
2023-01-13,BMW,Coupe,Blue,2019,64597.47,11664.0,2.0,35.2,Charlie
2023-01-14,Ford,Truck,Black,2021,35427.12,7073.0,2.0,31.9,Eva
2023-01-15,Toyota,Hatchback,White,2022,21697.5,60883.0,3.5,23.2,Bob
2023-01-16,Toyota,Hatchback,Red,2016,45734.6,46509.0,1.6,24.0,Bob
2023-01-17,Ford,Coupe,Black,2017,49680.15,59167.0,2.0,25.2,Eva
2023-01-18,Audi,Van,Green,2020,20967.74,52853.0,4.0,37.5,David
2023-01-19,Chevrolet,Sedan,Green,2016,23328.11,264.0,4.0,37.4,Charlie
2023-01-20,Honda,Sedan,Silver,2022,78085.53,39700.0,4.0,33.0,Alice
2023-01-21,BMW,Van,White,2020,37339.22,12344.0,3.0,34.1,Bob
2023-01-22,Honda,Van,Black,2018,57736.88,47523.0,1.6,38.1,David
2023-01-23,Nissan,Coupe,Red,2017,37382.0,87389.0,3.5,35.7,Alice
2023-01-24,Honda,Sedan,Black,2018,58927.3,32893.0,3.0,29.1,Alice
2023-01-25,Audi,Coupe,Green,2017,23357.31,36230.0,2.0,30.1,Charlie
2023-01-26,Audi,Hatchback,Green,2019,41982.25,79683.0,3.0,33.5,Eva
2023-01-27,Audi,Coupe,Red,2016,40735.75,4394.0,3.5,39.3,Eva
2023-01-28,Kia,Truck,Green,2019,58401.44,71850.0,1.6,34.7,David
2023-01-29,Toyota,Truck,Silver,2017,24315.97,7292.0,2.5,33.6,Eva
2023-01-30,Audi,Van,White,2017,33947.47,15068.0,2.5,36.6,Bob
2023-01-31,Hyundai,Sedan,Black,2022,38161.87,38697.0,2.0,39.4,Alice
2023-02-01,Nissan,Van,Gray,2018,31734.78,36074.0,3.5,39.3,Bob
2023-02-02,Toyota,Sedan,Red,2022,43441.01,7907.0,2.5,31.8,Charlie
2023-02-03,Audi,Hatchback,Green,2022,77900.01,44138.0,3.5,27.2,David
2023-02-04,Kia,Sedan,Silver,2019,21006.82,59837.0,2.0,33.7,David
2023-02-05,BMW,Sedan,Black,2022,25193.94,9277.0,3.0,29.8,Alice
2023-02-06,Chevrolet,Van,Blue,2019,35460.73,11808.0,1.6,34.3,Charlie
2023-02-07,Mercedes,Sedan,Blue,2019,77101.45,68208.0,3.0,29.3,Charlie
2023-02-08,BMW,Truck,Blue,2019,43798.43,92884.0,2.0,35.7,David
2023-02-09,Toyota,Van,Red,2017,61302.55,2339.0,3.5,38.3,Alice
2023-02-10,Audi,Van,Green,2016,64878.26,74244.0,2.0,20.8,Charlie
2023-02-11,BMW,Coupe,Gray,2017,47679.73,9462.0,2.5,33.5,Eva
2023-02-12,Chevrolet,Truck,Silver,2017,68099.54,92929.0,2.5,28.4,Eva
2023-02-13,Toyota,Coupe,Green,2019,44425.1,88524.0,3.0,22.2,Eva
2023-02-14,Ford,Sedan,Black,2017,54314.59,62681.0,1.6,33.6,Alice
2023-02-15,BMW,Sedan,Silver,2019,77775.24,37628.0,3.5,37.6,Alice
2023-02-16,Kia,Van,White,2020,44293.89,3972.0,2.0,24.3,Bob
2023-02-17,Chevrolet,Coupe,Gray,2018,25995.71,54696.0,3.0,27.5,Charlie
2023-02-18,Toyota,Van,Green,2021,38177.47,53722.0,3.0,37.6,Charlie
2023-02-19,Audi,Truck,Silver,2018,33034.01,56703.0,3.5,30.7,Alice
2023-02-20,Honda,Van,Red,2016,78511.69,24180.0,3.0,27.3,Charlie
2023-02-21,Kia,Truck,Blue,2022,26303.59,71415.0,2.5,38.3,Charlie
2023-02-22,Toyota,Van,Blue,2021,66701.21,78389.0,2.5,35.9,David
2023-02-23,Nissan,Hatchback,Red,2019,34167.84,47149.0,1.6,36.0,Eva
2023-02-24,Mercedes,Coupe,Gray,2019,44881.53,7836.0,3.0,31.3,Eva
2023-02-25,Audi,Hatchback,Blue,2019,26772.31,38992.0,2.0,34.5,Bob
2023-02-26,Kia,Coupe,Blue,2015,76476.99,18760.0,3.0,23.5,Eva
2023-02-27,Honda,SUV,Gray,2019,69529.16,44640.0,2.0,32.3,Alice
2023-02-28,Kia,Truck,Red,2022,53712.0,20731.0,3.5,25.0,Bob
2023-03-01,Hyundai,SUV,Red,2019,37015.87,32982.0,3.5,21.3,David
2023-03-02,Honda,Van,White,2017,45144.88,24019.0,3.5,28.7,Bob
2023-03-03,Audi,Van,Silver,2021,72405.93,64476.0,2.0,38.4,Bob
2023-03-04,Ford,SUV,Blue,2016,53520.8,22768.0,4.0,22.5,Charlie
2023-03-05,Ford,Hatchback,Black,2016,71785.82,23666.0,2.0,33.1,David
2023-03-06,Audi,Truck,Blue,2015,73071.92,41984.0,2.0,35.3,Bob
2023-03-07,Toyota,Sedan,Silver,2022,29282.18,73402.0,2.5,24.5,Alice
2023-03-08,Hyundai,SUV,Gray,2018,46091.41,22110.0,2.5,32.1,Bob
2023-03-09,Chevrolet,Hatchback,White,2016,46686.38,19418.0,2.0,31.1,Eva
2023-03-10,Hyundai,Van,White,2015,20973.25,92847.0,3.0,23.4,Bob
2023-03-11,BMW,SUV,White,2020,54445.76,88964.0,2.0,36.9,Alice
2023-03-12,Audi,Truck,White,2020,47049.48,20304.0,3.5,21.0,David
2023-03-13,Chevrolet,Sedan,White,2018,72701.98,82206.0,3.5,38.4,Bob
2023-03-14,Ford,SUV,Green,2015,21075.28,81253.0,4.0,33.1,Charlie
2023-03-15,Kia,Truck,Gray,2020,25880.34,23374.0,3.0,26.8,Alice
2023-03-16,Nissan,Coupe,Gray,2019,75222.87,25438.0,4.0,21.1,Eva
2023-03-17,Chevrolet,Sedan,Gray,2022,28247.58,62752.0,3.0,34.5,Alice
2023-03-18,Audi,Coupe,Red,2017,61036.74,27028.0,3.0,28.8,Eva
2023-03-19,Audi,Truck,Red,2022,62494.51,39342.0,1.6,33.0,Eva
2023-03-20,Audi,Van,Silver,2016,62381.6,54540.0,2.5,24.3,David
2023-03-21,Chevrolet,Truck,Green,2020,37974.39,88624.0,3.0,20.1,Eva
2023-03-22,BMW,SUV,Green,2016,55410.14,23455.0,1.6,38.1,David
2023-03-23,Mercedes,Van,Silver,2021,60519.43,6423.0,4.0,24.7,Alice
2023-03-24,Kia,Sedan,Gray,2016,38653.16,14791.0,2.5,39.8,David
2023-03-25,Kia,Truck,Red,2018,78863.28,54270.0,4.0,22.6,Bob
2023-03-26,Kia,Truck,Green,2020,36753.53,93538.0,1.6,29.2,David
2023-03-27,Kia,Hatchback,Green,2017,50155.73,57662.0,2.5,21.9,Charlie
2023-03-28,BMW,SUV,Red,2022,29118.99,15525.0,3.0,34.6,Bob
2023-03-29,BMW,Sedan,Black,2018,24212.8,18969.0,4.0,36.9,Charlie
2023-03-30,Nissan,Hatchback,Green,2016,78291.89,94648.0,2.0,30.0,Bob
2023-03-31,Toyota,Van,Blue,2017,77348.71,7386.0,3.0,20.1,Alice
2023-04-01,Toyota,Van,White,2016,62561.84,68878.0,3.5,29.8,David
2023-04-02,Ford,Coupe,Green,2016,21643.12,44894.0,3.0,24.4,Bob
2023-04-03,Ford,Truck,Silver,2019,46800.75,21349.0,1.6,32.0,Charlie
2023-04-04,Kia,SUV,Black,2020,36146.13,16246.0,1.6,20.5,Bob
2023-04-05,Audi,Van,White,2017,23188.97,24285.0,1.6,39.4,David
2023-04-06,BMW,Van,Red,2020,25597.76,82318.0,1.6,29.3,Eva
2023-04-07,Hyundai,SUV,Silver,2020,34002.41,77157.0,2.5,29.7,Alice
2023-04-08,Nissan,Van,Silver,2015,50209.68,85428.0,4.0,39.8,Bob
2023-04-09,Toyota,Hatchback,Blue,2016,27507.31,86808.0,4.0,34.6,Alice
2023-04-10,BMW,Van,Gray,2021,67478.41,87646.0,3.5,36.0,Charlie
2023-04-11,Nissan,Van,Red,2015,48564.03,7276.0,3.0,22.4,David
2023-04-12,Toyota,Sedan,White,2016,67438.38,75206.0,2.0,34.2,David
2023-04-13,Toyota,Sedan,Silver,2019,57762.73,16221.0,4.0,28.7,Bob
2023-04-14,Kia,Truck,Red,2020,42192.65,18130.0,3.0,26.2,Bob
2023-04-15,Toyota,SUV,Gray,2016,29196.39,89859.0,1.6,37.7,Alice
2023-04-16,BMW,Sedan,Green,2018,22031.28,59919.0,2.0,39.3,David
2023-04-17,BMW,SUV,Red,2021,21894.78,7976.0,3.0,20.4,Charlie
2023-04-18,Kia,Van,Blue,2019,48931.77,6951.0,4.0,23.2,Eva
2023-04-19,Honda,Hatchback,Red,2018,36825.78,65078.0,2.5,21.2,Charlie
2023-04-20,Hyundai,Sedan,Green,2022,68740.98,33052.0,2.5,20.9,Alice
2023-04-21,Chevrolet,Coupe,Black,2021,45038.8,28149.0,2.0,24.2,Alice
2023-04-22,Toyota,Sedan,Black,2022,74697.66,66599.0,3.0,28.4,Bob
2023-04-23,Toyota,Van,Green,2016,56347.74,44924.0,2.5,36.5,Bob
2023-04-24,Audi,Truck,Gray,2018,54293.18,9314.0,4.0,26.2,David
2023-04-25,Ford,Hatchback,Silver,2018,25974.63,43460.0,3.0,29.9,Alice
2023-04-26,BMW,Van,Black,2017,75811.05,74480.0,2.5,20.1,Charlie
2023-04-27,Chevrolet,Coupe,Gray,2017,23515.71,2379.0,4.0,35.1,Eva
2023-04-28,Audi,Van,Blue,2022,37460.5,90215.0,1.6,39.2,Bob
2023-04-29,Audi,Hatchback,Blue,2015,34656.53,79720.0,2.0,21.5,David
2023-04-30,Kia,SUV,Black,2019,26571.23,18291.0,4.0,26.5,Eva
2023-05-01,Chevrolet,Hatchback,Green,2021,79255.84,78207.0,4.0,25.8,David
2023-05-02,Nissan,Sedan,Blue,2021,76615.33,61916.0,3.0,28.3,Eva
2023-05-03,Nissan,SUV,Silver,2019,56761.12,44150.0,4.0,27.4,Bob
2023-05-04,Toyota,Coupe,White,2022,72405.09,9372.0,4.0,25.7,Charlie
2023-05-05,Chevrolet,Hatchback,Black,2017,75518.63,16404.0,3.5,23.5,Eva
2023-05-06,Toyota,SUV,Gray,2016,56967.51,57323.0,4.0,36.2,Charlie
2023-05-07,Audi,SUV,Blue,2016,45192.5,67383.0,4.0,23.8,Bob
2023-05-08,Kia,Coupe,Red,2022,57766.63,57075.0,3.5,37.1,Charlie
2023-05-09,Honda,Van,Gray,2015,41762.47,67551.0,3.5,37.0,Alice
2023-05-10,Mercedes,Sedan,Black,2022,36760.27,54072.0,2.0,31.6,Charlie
2023-05-11,Hyundai,Hatchback,White,2016,36094.68,30318.0,2.0,28.9,Bob
2023-05-12,Hyundai,Coupe,White,2021,45162.2,66849.0,3.0,28.3,David
2023-05-13,Toyota,Hatchback,Silver,2019,68859.39,77305.0,4.0,33.3,Eva
2023-05-14,Hyundai,Truck,White,2019,46601.15,13036.0,4.0,34.8,Eva
2023-05-15,Honda,Sedan,Green,2016,68323.5,59956.0,2.0,26.8,Bob
2023-05-16,Hyundai,Sedan,Silver,2022,67454.41,49259.0,2.5,22.7,Bob
2023-05-17,Chevrolet,Van,Red,2017,54454.58,50020.0,2.0,33.2,David
2023-05-18,Honda,SUV,Black,2021,67432.14,71784.0,1.6,24.8,Eva
2023-05-19,Audi,Hatchback,Blue,2019,43450.97,80666.0,3.0,27.2,Charlie
2023-05-20,Honda,Sedan,Blue,2021,30509.8,51328.0,4.0,34.1,Alice
2023-05-21,Honda,Van,White,2018,57482.87,32062.0,3.5,20.3,Bob
2023-05-22,Audi,Sedan,Blue,2016,36074.48,8225.0,4.0,33.3,Bob
2023-05-23,Chevrolet,Sedan,Green,2022,37817.0,29202.0,3.5,31.9,David
2023-05-24,BMW,Coupe,Blue,2020,63465.0,49768.0,2.0,24.5,Alice
2023-05-25,Audi,SUV,Silver,2020,62458.34,4992.0,3.5,28.6,David
2023-05-26,Mercedes,SUV,White,2020,68583.0,82072.0,3.5,20.0,Bob
2023-05-27,Toyota,Sedan,Black,2017,30320.93,54029.0,2.0,38.8,Eva
2023-05-28,Chevrolet,Coupe,Red,2015,64698.56,12169.0,3.5,33.1,Charlie
2023-05-29,Hyundai,SUV,Silver,2021,49257.86,17310.0,2.5,24.9,David
2023-05-30,Toyota,Sedan,Blue,2017,73759.35,70454.0,4.0,35.5,Bob
2023-05-31,Mercedes,Truck,Silver,2021,74665.59,15026.0,2.0,31.0,Eva
2023-06-01,Nissan,Van,Blue,2016,35670.71,22392.0,3.0,22.1,David
2023-06-02,Ford,Coupe,White,2017,75814.18,51860.0,4.0,36.8,David
2023-06-03,Toyota,SUV,Green,2015,23595.08,84548.0,2.5,20.8,Charlie
2023-06-04,Chevrolet,Truck,Blue,2018,35720.09,81911.0,3.5,20.7,Bob
2023-06-05,Mercedes,Sedan,Green,2016,44968.66,73707.0,3.5,36.3,Eva
2023-06-06,Ford,SUV,Gray,2018,75002.55,17182.0,2.5,34.6,Charlie
2023-06-07,Mercedes,Van,Blue,2017,51838.44,33570.0,3.5,21.9,Charlie
2023-06-08,BMW,Hatchback,White,2022,58467.54,72738.0,4.0,34.7,Eva
2023-06-09,Ford,Van,Green,2020,44607.61,43708.0,2.0,38.5,David
2023-06-10,Honda,Sedan,Gray,2020,34501.98,67199.0,2.5,30.0,Eva
2023-06-11,Mercedes,Truck,Blue,2018,61116.72,22469.0,1.6,21.3,Bob
2023-06-12,Honda,SUV,Red,2016,78794.85,81171.0,2.5,23.3,Bob
2023-06-13,Audi,Sedan,Black,2017,29114.48,65644.0,2.5,37.9,Eva
2023-06-14,Mercedes,Hatchback,Green,2016,45185.18,81707.0,3.0,39.1,David
2023-06-15,Kia,Van,Blue,2015,66485.01,22085.0,4.0,24.2,Charlie
2023-06-16,Hyundai,Sedan,Silver,2022,52567.63,36715.0,4.0,33.1,Charlie
2023-06-17,Toyota,Hatchback,Red,2015,78590.61,27748.0,2.5,30.2,Eva
2023-06-18,Hyundai,Truck,Silver,2021,62284.23,27763.0,3.5,32.0,David
2023-06-19,Chevrolet,Sedan,Blue,2018,68115.37,44376.0,2.5,35.9,David
2023-06-20,Honda,Truck,Blue,2018,56113.49,27782.0,3.0,21.6,Alice
2023-06-21,Chevrolet,Truck,Red,2016,38789.97,24166.0,2.5,35.2,Bob
2023-06-22,BMW,Truck,White,2017,44399.65,7909.0,3.0,23.5,Alice
2023-06-23,Mercedes,Van,Green,2022,32937.18,85703.0,3.5,36.4,Charlie
2023-06-24,Mercedes,SUV,Black,2015,33819.33,67573.0,2.5,38.8,Alice
2023-06-25,Mercedes,Truck,Green,2015,71199.91,17661.0,1.6,28.1,Bob
2023-06-26,Toyota,Truck,Red,2017,74286.52,95457.0,3.5,30.9,Bob
2023-06-27,Mercedes,SUV,Blue,2022,65644.27,43298.0,3.5,21.6,Alice
2023-06-28,Chevrolet,SUV,Green,2022,26295.05,85007.0,3.0,26.9,Alice
2023-06-29,Chevrolet,SUV,White,2022,44545.54,27229.0,4.0,21.9,David
2023-06-30,Ford,Truck,Black,2015,24211.73,82922.0,3.5,34.8,Bob
2023-07-01,Audi,Coupe,Green,2020,35271.11,59818.0,3.5,24.8,Bob
2023-07-02,Toyota,Sedan,Silver,2021,59998.73,95197.0,2.5,23.3,Eva
2023-07-03,Honda,Truck,Black,2020,67763.39,83982.0,1.6,28.3,Charlie
2023-07-04,BMW,SUV,Black,2021,72586.62,26167.0,1.6,21.1,Bob
2023-07-05,Toyota,Van,White,2022,24484.29,90609.0,3.0,25.4,Eva
2023-07-06,Kia,SUV,Silver,2019,76513.75,79527.0,3.0,38.4,Eva
2023-07-07,BMW,SUV,Green,2019,21791.84,8507.0,2.5,33.9,Bob
2023-07-08,Mercedes,Van,White,2015,66733.17,13332.0,2.5,26.6,Bob
2023-07-09,Audi,Coupe,White,2015,27830.27,40347.0,4.0,32.6,Bob
2023-07-10,Nissan,Coupe,Green,2019,55488.98,92988.0,4.0,38.5,Bob
2023-07-11,Hyundai,Coupe,Silver,2019,31422.38,88289.0,3.5,37.2,Alice
2023-07-12,Audi,Van,White,2015,56938.98,69768.0,3.0,28.3,Charlie
2023-07-13,Audi,Hatchback,White,2022,43088.32,11129.0,2.5,27.8,Charlie
2023-07-14,Ford,Hatchback,Blue,2019,22949.46,94429.0,3.0,30.3,Alice
2023-07-15,Hyundai,Van,Blue,2022,57005.68,12494.0,2.0,25.2,Alice
2023-07-16,Hyundai,SUV,Silver,2017,44671.35,91762.0,3.5,21.1,Charlie
2023-07-17,Hyundai,Coupe,Blue,2022,71363.87,15012.0,2.0,39.7,Bob
2023-07-18,Audi,Hatchback,Black,2016,45512.61,47251.0,4.0,39.2,Bob
2023-07-19,BMW,Sedan,Green,2017,72304.16,62595.0,2.5,30.4,Eva
2023-07-20,Honda,Sedan,Green,2015,67369.37,81307.0,3.0,21.4,David
2023-07-21,Mercedes,Van,White,2019,32326.12,26429.0,4.0,37.5,Eva
2023-07-22,Kia,SUV,Red,2018,28861.28,80480.0,3.0,39.8,Alice
2023-07-23,Ford,Sedan,Gray,2021,37768.88,68093.0,3.5,31.3,Eva
2023-07-24,Toyota,SUV,Black,2022,37493.79,24645.0,2.5,24.6,Bob
2023-07-25,Mercedes,SUV,Red,2020,54978.27,48947.0,4.0,26.9,Bob
2023-07-26,Hyundai,Sedan,Red,2022,24604.39,61866.0,3.5,35.0,Bob
2023-07-27,Hyundai,Van,Gray,2016,36521.24,95354.0,2.5,27.7,Charlie
2023-07-28,Honda,Hatchback,Black,2018,23352.31,871.0,2.5,28.9,Alice
2023-07-29,Chevrolet,Coupe,White,2020,36538.82,94373.0,1.6,25.3,Bob
2023-07-30,Hyundai,Hatchback,Green,2020,60760.32,44076.0,1.6,30.8,Charlie
2023-07-31,Mercedes,Hatchback,Green,2018,47712.85,68058.0,2.5,25.2,David
2023-08-01,Toyota,Hatchback,Black,2018,38689.12,97703.0,2.0,36.0,Bob
2023-08-02,BMW,Coupe,Green,2017,57405.89,23374.0,2.5,38.1,Eva
2023-08-03,Audi,Hatchback,Red,2015,36081.0,56329.0,3.5,21.7,Bob
2023-08-04,Ford,Truck,Red,2015,55666.28,13345.0,2.0,33.9,Charlie
2023-08-05,Nissan,Van,Blue,2019,73872.57,70157.0,4.0,25.2,Alice
2023-08-06,Nissan,Van,Green,2015,25822.38,27461.0,3.0,35.6,Bob
2023-08-07,Toyota,Truck,Black,2019,64633.17,46108.0,3.5,39.5,Alice
2023-08-08,Mercedes,Hatchback,Red,2017,42742.1,78919.0,1.6,33.9,Alice
2023-08-09,Hyundai,Hatchback,Black,2021,20092.17,66377.0,3.5,37.4,Eva
2023-08-10,Toyota,Coupe,Silver,2022,57667.65,50950.0,1.6,36.0,Eva
2023-08-11,Audi,Hatchback,White,2020,65716.42,38789.0,3.0,29.4,Bob
2023-08-12,BMW,Van,Black,2015,35736.65,39789.0,4.0,22.5,Bob
2023-08-13,Mercedes,Coupe,Blue,2016,61506.76,73169.0,3.0,21.9,Bob
2023-08-14,Honda,Coupe,White,2018,51082.06,27754.0,3.5,24.3,Bob
2023-08-15,Nissan,Hatchback,Green,2015,51886.53,99408.0,3.5,29.5,Bob
2023-08-16,Mercedes,Sedan,White,2019,33243.88,18851.0,3.5,20.6,Eva
2023-08-17,Toyota,Van,Black,2015,37947.43,14679.0,4.0,29.1,Charlie
2023-08-18,Honda,Coupe,Red,2019,59694.44,2167.0,3.5,28.0,Eva
2023-08-19,Toyota,Coupe,Green,2020,25019.14,32994.0,4.0,34.7,Charlie
2023-08-20,Nissan,Van,Blue,2022,33458.47,23914.0,3.0,28.0,Alice
2023-08-21,Honda,Van,Black,2021,70679.54,76305.0,2.0,34.1,Alice
2023-08-22,Ford,Van,Green,2020,76378.27,5542.0,1.6,25.7,Alice
2023-08-23,Hyundai,Truck,Silver,2019,56786.38,9479.0,3.5,23.2,Alice
2023-08-24,Honda,Coupe,White,2018,32120.37,84513.0,3.5,36.9,Alice
2023-08-25,Toyota,Coupe,Blue,2019,42690.35,8251.0,1.6,26.4,Eva
2023-08-26,BMW,Van,Red,2015,50263.08,94521.0,4.0,22.8,Bob
2023-08-27,Mercedes,Sedan,Gray,2015,61597.12,73889.0,3.0,37.1,Alice
2023-08-28,Honda,Hatchback,Red,2022,49265.13,98993.0,3.5,37.8,David
2023-08-29,Nissan,Sedan,Green,2019,29028.46,497.0,3.0,34.2,Eva
2023-08-30,Mercedes,Coupe,Gray,2021,36640.26,45894.0,4.0,37.5,Bob
2023-08-31,Audi,Truck,Blue,2019,71287.93,38053.0,3.5,24.7,Alice
2023-09-01,Chevrolet,Van,White,2017,43832.03,5279.0,4.0,26.0,Eva
2023-09-02,Audi,SUV,White,2020,79072.67,84866.0,3.0,23.8,Alice
2023-09-03,Kia,Van,Gray,2015,33446.57,1890.0,2.0,32.2,Charlie
2023-09-04,Mercedes,Van,White,2018,58281.94,72285.0,4.0,23.4,Charlie
2023-09-05,BMW,Hatchback,Blue,2015,42922.63,40019.0,2.5,39.3,Bob
2023-09-06,Honda,SUV,Black,2016,45300.02,25613.0,2.0,25.8,Charlie
2023-09-07,Hyundai,Coupe,Red,2020,57469.45,6775.0,2.5,21.2,David
2023-09-08,Chevrolet,Coupe,Gray,2019,61214.85,75151.0,2.5,25.3,Charlie
2023-09-09,Honda,Coupe,Green,2022,54392.11,40768.0,4.0,31.0,Eva
2023-09-10,Honda,Coupe,Black,2018,62369.0,67943.0,3.0,39.3,Eva
2023-09-11,Nissan,Sedan,Silver,2020,20314.6,21780.0,3.5,31.0,Charlie
2023-09-12,Honda,Truck,Gray,2015,40359.36,83043.0,2.5,32.8,Charlie
2023-09-13,BMW,Truck,Black,2016,65895.89,51172.0,1.6,26.5,Eva
2023-09-14,Toyota,Coupe,Red,2017,43504.43,94887.0,1.6,22.1,David
2023-09-15,Audi,SUV,Red,2017,37854.8,35331.0,4.0,37.4,Bob
2023-09-16,Nissan,Coupe,White,2016,60431.84,15688.0,4.0,27.3,Eva
2023-09-17,BMW,Coupe,Black,2020,73892.29,83599.0,1.6,20.7,Bob
2023-09-18,Audi,Coupe,Blue,2015,50975.88,36655.0,3.5,22.2,Eva
